pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,real,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,7-13 3-8 5-9 ,{},{},{},{},{},{},{}
PTB_URD_20070703.0001-5-1,PTB_URD_20070703.0001,5,real,These experts would be more active in diagnosing and treating contagious diseases .,These specialists will be ready to learn and understand the causes of infectious diseases and then bring them to an end .,these expert would be more active in diagnose and treat contagious disease .,these specialist will be ready to learn and understand the cause of infectious disease and then bring them to an end .,0.8214285714285714,12-21 11-13 10-12 1-1 0-0 ,{},{},{},{},{},{},{}
news-C:362,news-C:362,,test,Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom said , but then turn around and befriend his taunters .",brian brabazon say his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom say , but then turn around and befriend his taunters .",0.26315789473684215,16-18 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 4-1 5-2 6-3 7-4 2-8 ,{},{},{},2-8 4-1 5-2 6-3 7-4 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 ,{},{},{}
chtb_245-4-29,chtb_245,4,real,Maclaren also reiterated his support to the restoration of China 's contracting party position in GATT and original member-state in WTO .,Mike Laren readdressed support for including China as a member of world trading organizations .,maclaren also reiterate his support to the restoration of china 's contract party position in gatt and original member-state in wto .,mike laren readdressed support for include china a a member of world trading organization .,0.8709677419354839,21-14 9-6 12-5 4-3 18-9 ,{},{},{},{},{},{},{}
chtb_168-11-18,chtb_168,11,real,"It is hoped that economic cooperation will further develop , which can bring fruitful results to both sides .",We hope that the cooperative relationship will continue to develop and pave the way for more great achievements .,"it be hop that economic cooperation will far develop , which can bring fruitful result to both side .",we hope that the cooperative relationship will continue to develop and pave the way for more great achievement .,0.84375,18-18 2-1 5-4 7-7 8-9 14-17 3-2 6-6 ,{},{},{},{},{},{},{}
urd-WL-77-174260-7496706-15-3,urd-WL-77-174260-7496706,15,real,The tent is too narrow for us . Where will we keep all these goods ?,"We can not change ourselves , how can we change our things ?",the tent be too narrow for u . where will we keep all these good ?,"we can not change ourselves , how can we change our thing ?",0.9166666666666666,15-12 ,{},{},{},{},{},{},{}
news-C:1315,news-C:1315,,test,"'' I will pass on to him -LRB- Mr. Cheney -RRB- that Canada still remains a safe , secure and reliable supply of energy '' , Mr. Klein said Sunday .","'' I will pass on to him that Canada still remains a safe , secure and reliable supply of energy '' .","'' i will pass on to him -lrb- mr. cheney -rrb- that canada still remain a safe , secure and reliable supply of energy '' , mr. klein say sunday .","'' i will pass on to him that canada still remain a safe , secure and reliable supply of energy '' .",0.25,30-21 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 30-21 ,{},{},{}
urd-WL-70-166999-7483775-28-3,urd-WL-70-166999-7483775,28,real,"In a slightly irritated manner , I asked the foul-mouth person not to indulge in loose talking .","We said to the evil-mouthed fellow without anger , `` Please do n't show such evil manners any more .","in a slightly irritated manner , i ask the foul-mouth person not to indulge in loose talk .","we say to the evil-mouthed fellow without anger , `` please do n't show such evil manner any more .",0.84375,17-19 4-16 7-10 16-1 ,{},{},{},{},{},{},{}
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-55-5,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,55,real,She was confused ... Her wishes were invalid . She was already dead..,She was perplexed at her own aspirations which were of no more use ... For she is dead to begin with ...,she be confused ... her wish be invalid . she be already dead..,she be perplex at her own aspiration which be of no more use ... for she be dead to begin with ...,0.8333333333333334,0-0 1-1 9-15 10-16 5-6 4-4 12-17 2-2 ,{},{},{},{},{},{},{}
news-C:1729,news-C:1729,,test,"it is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla. , does not have to share the wealth with any governments .","and because it is so far out in international water , salvage company Odyssey Marine Exploration does n't have to share the wealth with coastal state governments .","it be so far out in international water that the finder odyssey marine exploration , of tampa , fla. , do not have to share the wealth with any government .","and because it be so far out in international water , salvage company odyssey marine exploration do n't have to share the wealth with coastal state government .",0.4,30-27 0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 22-18 23-19 24-20 25-21 26-22 27-23 11-13 12-14 13-15 29-26 20-16 21-17 ,{},{},{},0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 11-13 12-14 13-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 29-26 30-27 ,8-1 10-11 10-12 28-24 28-25 ,{},{}
VOM19981122_0900_1102-5-28,VOM19981122_0900_1102,5,real,No one knows where they are now .,"So far , nothing has been heard of the two men .",no one know where they be now .,"so far , nothing have be hear of the two men .",0.8888888888888888,7-11 2-6 ,{},{},{},{},{},{},{}
artb_500-5-8,artb_500,5,real,"Even so , we do not have the least chance for the incidence of terrorism .","There 's very little possibility of terrorism happening here , nonetheless '' .","even so , we do not have the least chance for the incidence of terrorism .","there 's very little possibility of terrorism happen here , nonetheless '' .",0.8333333333333334,15-12 13-5 14-6 9-4 ,{},{},{},{},{},{},{}
urd-WL-70-166999-7483775-23-0,urd-WL-70-166999-7483775,23,real,"Very often , we do n't get frank with big mouths because one has to guard one 's honor .","I do not mingle much with such foul-mouthed people , because your respect is in your own hand .","very often , we do n't get frank with big mouth because one have to guard one 's honor .","i do not mingle much with such foul-mouthed people , because your respect be in your own hand .",0.84375,19-18 9-4 ,{},{},{},{},{},{},{}
news-C:2162,news-C:2162,,test,"'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said lead director H. Carl McCall in a statement .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said Carl McCall , the lead director of the NYSE board .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , say lead director h. carl mccall in a statement .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , say carl mccall , the lead director of the nyse board .",0.2068965517241379,30-32 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23 30-32 ,{},{},{}
ZBN19981130_0038-6-29,ZBN19981130_0038,6,real,"Outside resources said that after Miyazawa 's resignation , the Secretary-general Naida would work in his position .",There are rumors outside the party that after Kong Zhe resigns the Democratic Parties Secretary will replace him .,"outside resource say that after miyazawa 's resignation , the secretary-general naida would work in his position .",there be rumor outside the party that after kong zhe resign the democratic party secretary will replace him .,0.8333333333333334,17-18 3-6 4-7 0-3 7-10 10-14 13-13 ,{},{},{},{},{},{},{}
HYT_ARB_20070722.0070-36-0,HYT_ARB_20070722.0070,36,real,It is not merely a matter of meeting qualifying conditions .,The issue goes far beyond the conditions for qualification .,it be not merely a matter of meet qualify condition .,the issue go far beyond the condition for qualification .,0.8888888888888888,10-9 9-6 5-1 ,{},{},{},{},{},{},{}
urd-WL-12-174261-7562250-13-5,urd-WL-12-174261-7562250,13,real,The belongings of the girl students were loaded into trucks and dumped at several remote places .,"Student property was thrown in a different deserted location , transported by truck .",the belonging of the girl student be load into truck and dump at several remote place .,"student property be throw in a different desert location , transport by truck .",0.8461538461538461,16-13 15-8 13-6 5-0 9-12 11-3 ,{},{},{},{},{},{},{}
BBC_URD_20070719.0023-3-2,BBC_URD_20070719.0023,3,real,"However , people who suffer severe nervous tension occasionally , for example long distance runners , can have 50 % lesser chance of contracting disease because of chill .","However , the dose can minimize the possibility of sickness by 50 percent among people whose bodies are under stress , such as marathon participants .","however , people who suffer severe nervous tension occasionally , for example long distance runner , can have 50 % less chance of contract disease because of chill .","however , the dose can minimize the possibility of sickness by 50 percent among people whose body be under stress , such a marathon participant .",0.8372093023255813,28-25 0-0 1-1 21-7 24-9 18-11 19-12 2-14 7-19 22-8 25-10 ,{},{},{},{},{},{},{}
news-C:1006,news-C:1006,,test,"he praised the work of the Rhodes Trust , saying that it was a Rhodes scholar at Oxford who first interested him in politics .","Blair praised the work of the Rhodes Trust , saying it was an Australian Rhodes Scholar he met while at Oxford who first interested him in politics .","he praise the work of the rhodes trust , say that it be a rhodes scholar at oxford who first interest him in politics .","blair praise the work of the rhodes trust , say it be an australian rhodes scholar he meet while at oxford who first interest him in politics .",0.25,24-27 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 11-10 12-11 14-14 15-15 13-12 ,{},{},{},1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-14 15-15 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 ,0-0 ,{},{}
AFC20041222.0038-3-0,AFC20041222.0038,3,real,Sixty-five-year-old Poe was a defeated presidential candidate .,"Poe , 65 , had unsuccessfully run for president .",sixty-five-year-old poe be a defeated presidential candidate .,"poe , 65 , have unsuccessfully run for president .",0.8666666666666667,7-9 1-0 5-8 ,{},{},{},{},{},{},{}
news-C:2489,news-C:2489,,test,some Boston managers are concerned that banning smoking will create safety hazards as groups of smokers huddle outside bars and nightclubs .,some Boston bar managers said they worry that banning smoking will create a hazard as groups of smokers huddle outside on sidewalks and in parking lots to smoke .,some boston manager be concern that ban smoking will create safety hazard a group of smoker huddle outside bar and nightclub .,some boston bar manager say they worry that ban smoking will create a hazard a group of smoker huddle outside on sidewalk and in park lot to smoke .,0.4375,21-28 11-13 12-14 13-15 14-16 15-17 16-18 17-19 5-7 6-8 7-9 8-10 9-11 0-0 1-1 2-3 4-6 18-2 ,{},{},{},0-0 1-1 2-3 3-6 4-6 5-7 6-8 7-9 8-10 9-11 11-13 12-14 13-15 14-16 15-17 16-18 21-28 ,0-5 1-5 2-5 17-19 17-20 17-21 17-22 17-23 17-24 17-25 18-19 18-20 18-21 18-22 18-23 18-24 18-25 19-19 19-20 19-21 19-22 19-23 19-24 19-25 20-19 20-20 20-21 20-22 20-23 20-24 20-25 ,{},{}
news-C:2409,news-C:2409,,test,"'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , said Carolyn Greene Bennett , Cedar Grove 's town recorder .","'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , Bennett said .","'' we 're a quiet , peaceful town of 862 people and nothing ever happen '' , say carolyn greene bennett , cedar grove 's town recorder .","'' we 're a quiet , peaceful town of 862 people and nothing ever happen '' , bennett say .",0.25,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-17 18-17 19-17 17-18 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-18 20-17 27-19 ,{},{},{}
VOM19981219_0700_1548-6-23,VOM19981219_0700_1548,6,real,The Commission thought that economic performance in the region is relatively good given external unstable factors .,"This Commission said that , despite the turbulent situation outside of the region , regional economics appeared comparatively well .",the commission think that economic performance in the region be relatively good give external unstable factor .,"this commission say that , despite the turbulent situation outside of the region , regional economics appear comparatively well .",0.8275862068965517,16-19 7-11 8-12 10-17 11-18 1-1 4-15 13-9 ,{},{},{},{},{},{},{}
