HITId,AssignmentId,WorkerId,source,target,gizaAlignments,sureAlignments,possAlignments,sourceHighlights,targetHighlights
3I01FDIL6M8AJ9HXIZ1COQ7OAN9D2Q,3H7XDTSHKCR1TTMOOBWS62MX1NJGW4,AROEBUDI2L9G9,they used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .,24-24 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 4-9 5-10 6-11 3-6 10-13 12-5,3-6 4-9 5-10 6-11 10-13 12-5 14-14 14-20 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24,{},unchanged,unchanged
3I4E7AFQ2KZH6UB2BA7JSBBRFKJTJC,3NAPMVF0ZWFWOKDGHO3RCITFYCY27W,A4H1NYJVE7C53,"So far , nothing has been heard of the two men .",At the present time nobody know where they are .,11-9 6-5 5-8,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 11-9,4-5 5-5 6-5 9-7 10-7,unchanged,unchanged
3I4E7AFQ2KZH6UB2BA7JSBBRFKKJT3,3K4J6M3CXET4MGJLN600ODP693RGA2,A4H1NYJVE7C53,"After a sharp tax reduction , investment and consumption have not seen obvious increase .","However , the substantial tax-cuts failed to bring about any significant growth in investment and consumer spending .",14-17 6-13 7-14 8-15 13-11 3-4,3-4 4-4 6-13 7-14 8-15 12-10 13-11 14-17,{},0 1 2 9 10 11,0 1 2 3 5 6 7 8 9 12
3I6NF2WGIGW5UQAB284ISIDX7PH5GU,3CPLWGV3MOZWRPQ2I4ZVI2NJ4XW9NP,A34QZDSTKZ3JO9,"they passed through the Lemelson Medical , Educational and Research Foundation limited partnership in 2001 to Syndia .","it said the patents were '' allegedly '' assigned to Syndia in 2001 through the Lemelson Medical , Educational and Research Foundation Limited Partnership .",17-24 2-13 3-14 4-15 5-16 6-17 7-18 8-19 9-20 10-21 11-22 12-23 13-11 14-12 15-9 16-10,0-2 0-3 1-8 2-13 3-14 4-15 5-16 6-17 7-18 8-19 9-20 10-21 11-22 12-23 13-11 14-12 15-9 16-10 17-24,{},{},0 1 4 5 6
3I7KR83SNADTXZ86VP2E2QAS02H9KS,34S6N1K2ZVJZIV504378IRHIIFDLHY,A4H1NYJVE7C53,The famous historic city of Cologne also narrowly escaped the disaster in the heavy rains .,Historically prestigious city Kolong survived the storm .,15-7 8-4 14-6 12-5 2-0 3-2 1-1,1-1 2-0 3-2 5-3 12-6 13-5 13-6 14-5 14-6 15-7,12-5,4 6 7 8 9 10 11,4
3I7KR83SNADTXZ86VP2E2QAS02HK93,3N4BPTXIO8ST3BT2J226M6TTNN7UK2,A3OKWRLKLYVH4F,"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .",17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12,0-0 1-1 2-2 3-3 4-4 5-7 5-8 6-9 7-10 8-11 9-12 10-12 17-13,1-5 2-6,11 12 13 14 15 16,{}
3I7SHAD35MWK94KG14HA37BQUHO7MJ,3HVVDCPGTES9N33UNCDNQIM22PVTYT,A34QZDSTKZ3JO9,the findings were reported online in the June 1 edition of scientific journal Nature Medicine .,the findings are published in today 's edition of the journal Nature Medicine .,15-13 12-10 13-11 14-12 0-0 1-1 2-2 9-7 10-8 5-4,0-0 1-1 2-2 3-3 5-4 9-7 10-8 12-10 13-11 14-12 15-13,6-5 6-6 7-5 7-6 8-5 8-6,4,9
3I7SHAD35MWK94KG14HA37BQUHOM7Y,37Q970SNZE8BIXFCMN1O2QF6TKXS1S,A1EQ2HDHF2WWSY,This accident came two days only after another Kenyan Air Force fighter jet had been destroyed .,The incident took place just two days after the crash of a Kenyan warplane .,16-14 3-5 4-6 2-2 1-1 12-13 8-12 10-3,0-0 1-1 2-2 2-3 3-5 4-6 5-4 6-7 7-11 8-12 9-13 10-13 11-13 12-13 16-14,13-9 14-9 15-9,unchanged,unchanged
3ICOHX7ENCB8F5SJZ78IBKWUD1R0EN,3SPJ0334213F907PBIZJOCZT4MSJY0,A4H1NYJVE7C53,The rat will do without tail .,Better half a loaf than none at all .,6-8,unchanged,unchanged,unchanged,unchanged
3ICOHX7ENCB8F5SJZ78IBKWUD1RE01,3634BBTX0OUDEY6OOAMVNQDDLWYIFB,A2NV5CA59IXOAY,Bonne once visited this destroyed bomb shelter on-site and found about 400 civilians died .,Bowin reported from the site of the destroyed bunker that about 400 civilians lost their lives .,14-16 10-10 11-11 12-12 4-7 6-8 7-4,4-7 6-8 7-4 10-10 11-11 12-12 13-13 13-14 13-15 14-16,0-0 9-1,unchanged,unchanged
3ICOHX7ENCB8F5SJZ78IBKWUD1S0EO,3CP1TO84PT1H1GZXTVOUEYFJ77252L,A1EQ2HDHF2WWSY,"Now we bring you a report sent by VOA correspondent Mick in South America , read by Tian Ye .","Please listen to the detailed report by Michael from the Southern America Department of the Voice of America , announced by Yie Tian .",19-23 13-17 14-18 17-22 12-10 18-21 5-5,4-3 5-5 7-6 8-7 8-15 8-16 8-17 9-7 10-7 15-19 16-20 17-22 18-21 19-23,11-8 11-9 11-10 11-11 12-8 12-9 12-10 12-11 13-8 13-9 13-10 13-11,0 1 2 3 6,0 1 2 4 12 13 14
3IH9TRB0FBZK2ZFNR929A4DWAM4I1H,3ZAK8W07I4ERQLMYF9SO3MEK9P1U0W,A4H1NYJVE7C53,I was surprised it turned out me talking and the president just listening .,'' I was surprised it turned out me talking and the president just listening . . . it was mostly a monologue '' .,13-21 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13,unchanged,unchanged,{},0 14 15 16 17 18 19 20 22 23
3IHWR4LC7DD2DZZ8QUBOPE04OSAI81,3MH9DQ757WCO1PXJTBHROE10G6LUGU,A2ZRJMJTE6ID97,"It 'll definitely ... Oh , I simply do n't have the words .","Is n't that .. .. sigh , what can I say !",13-13,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 10 11 12,0 1 2 3 4 5 6 7 8 9 10 11
3IHWR4LC7DD2DZZ8QUBOPE04OSB8IS,3U8YCDAGXPGZYSFHY08JTLHV65JQ0D,A2ZRJMJTE6ID97,"These habits can make the people fed up with labor , hard work and struggle , and push them into disparity and hopelessness .","People may be led away from hard work , bravery , and courage and driven to laziness , lack of will , cowardice , and weakness .",23-26 11-6 12-7 15-10 16-11 5-0 17-14,unchanged,unchanged,0 1 2 3 4 6 7 8 9 10 13 14 18 19 20 21 22,1 2 3 4 5 8 9 12 13 15 16 17 18 19 20 21 22 23 24 25
3IJ95K7NDXC9KFGH6804MZDJYAHGNV,3NKQQ8O39Y5LP5NSRLGJITY33F0DU0,A2NV5CA59IXOAY,"It is hoped that economic cooperation will further develop , which can bring fruitful results to both sides .",We hope that the cooperative relationship will continue to develop and pave the way for more great achievements .,18-18 2-1 5-4 7-7 8-9 14-17 3-2 6-6,3-2 5-4 6-6 7-7 8-9 12-11 13-16 14-17 18-18,1-1 2-1,4 16 17,5 12 13
3IJ95K7NDXC9KFGH6804MZDJYAHNG2,39ZSFO5CA8WYSRNK1H2ULRTG8Y0UJW,A34QZDSTKZ3JO9,"Try to remedy , or just declare the fatal defect of this protocol ? We shall discuss again . ''","Either attempt to save it , or announcing that it has fatal shortcomings and restarting further discussions .",18-17 3-5 4-6 9-12 8-11 16-16 0-1 6-7 17-15 1-2,0-1 1-2 3-5 4-6 6-7 8-11 9-12 16-16 17-15 18-17,2-3,5 7 10 11 12 13 14 15,0 4 9 10 13 14
3IKDQS3DQE04P2PL76RTR0WNEJVIC7,3YGXWBAF70HC3FNZCJUQLJIRJ174C9,A2ZRJMJTE6ID97,Angham is distinguished for her tender vibrato and high pitch .,Angham is blessed with a fine voice of great range .,10-10 0-0 1-1 8-8,0-0 1-1 8-8 8-9 9-8 9-9 10-10,{},2 3 4 5 6 7,2 3 4 5 6 7
3IKMEYR0LWVIXFN7AGNZS32EUW7K2B,3OLF68YTN91Y8GNQCMUI6SPU8OQFA1,A4H1NYJVE7C53,He thought many of our players are green hand in this contest .,He mentioned that in this competition we have more new divers .,12-11 9-3 10-4 11-5,unchanged,unchanged,unchanged,unchanged
3IKMEYR0LWVIXFN7AGNZS32EUW82KU,37C0GNLMHF30NUXRV3IG2NKN0S36DA,A2ZRJMJTE6ID97,Kinan appreciated the large amount of aid provided by China .,Kinana expressed thanks for a lot of support from China in the past .,10-13 9-9 6-7 5-6,0-0 2-3 2-4 2-5 2-6 3-3 3-4 3-5 3-6 4-3 4-4 4-5 4-6 5-3 5-4 5-5 5-6 6-7 9-9 10-13,1-1 1-2,unchanged,unchanged
3INZSNUD80QLJT2W38GRYDF2GTJD9I,3VNXK88KKCI9ZUZBKVLMSJHWQ0G9VO,A1EQ2HDHF2WWSY,the decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .,the decision unnerved voting officials who already have been warning they have barely enough time to organize the election .,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 27-19,{},20 21 22 23 24 25 26,{}
3INZSNUD80QLJT2W38GRYDF2GTK9DF,3VBEN272MKZ8MC5F46MR9DJCV9SGSS,A4H1NYJVE7C53,Help has been offered from others as well .,People from all societies also gave him helping hands .,8-9 0-7 3-5 7-4,0-7 3-5 8-9,6-4 7-4,unchanged,unchanged
3IQ9O0AYW6ZLBJRWTSMJGAWR25UITP,30BXRYBRP4XFTPHZ8HEAR2YYGMWWHH,A4H1NYJVE7C53,supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores .,supporters say those people will gamble and have enough money left over to spend in restaurants and stores .,20-18 16-14 17-15 18-16 19-17 11-4 12-5 13-6 0-0 1-1 14-13 15-9,unchanged,unchanged,unchanged,unchanged
3IQ9O0AYW6ZLBJRWTSMJGAWR25UTI0,33LKR6A5KEKCXXSRBN6ECVBSV3B1TQ,A1I6P3XTSPFEK5,The following is the report in detail broadcasted by Mercury .,"Now please listen to the detailed contents of the report below , spoken by Macjill .",10-15 3-8 4-9 6-5,0-10 1-10 3-8 4-9 5-5 6-5 7-12 8-13 10-15,9-14,unchanged,unchanged
3IV1AEQ4DRDY8AJE8CWO1FF41708J4,3137ONMDKG57CT0X3B2MKWFXUIXGE5,A4H1NYJVE7C53,For it is more than fasting .,So make sure to fast as much as possible during this month .,6-12 5-4,unchanged,unchanged,0 1 2 3 4,0 1 2 3 5 6 7 8 9 10 11
3IV1AEQ4DRDY8AJE8CWO1FF417Z8J3,3D3VGR7TA0FVRLTEU2F209P752B3RQ,A2ZRJMJTE6ID97,This will grant it credibility which can be relied upon in the future . '',By doing this they would prove creditability that we can take recourse to in future .,13-15 12-14 10-13,4-6 10-13 12-14 13-15,{},11,0 1 2 3 4 5 7 8 9 10 11 12
3IV1AEQ4DRDY8AJE8CWO1FF417ZJ8E,3WQQ9FUS6AUUCBIVAMO8RBSE321B8E,A2ZRJMJTE6ID97,"United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .","United said it the new airline use 40 jets , each seating 156 passengers .",19-14 13-8 14-9 15-10 16-11 17-12 18-13 2-3 3-4 4-5 0-0 1-1 10-7,unchanged,unchanged,5 6 7 8 9 11 12,2 6
3IVEC1GSLPZGXAZT9RN9M5SWN1TJ1U,3ZSY5X72NXBKDAM0D0ZUOCNI0T7OR6,A2ZRJMJTE6ID97,"Today , U.S. is the only super power in the world but it does not speak too many honest words any more .",Today US has become the world sole superpower and on the contrary is not used to telling the truth .,22-19 9-4 10-5 0-0 2-1 15-16,0-0 2-1 6-7 7-7 9-4 10-5 15-16 22-19,{},1 3 4 5 8 11 12 13 14 16 17 18 19 20 21,2 3 6 8 9 10 11 12 13 14 15 17 18
3IVEC1GSLPZGXAZT9RN9M5SWN1U1JD,3ZR9AIQJUB9S9NSJ0316QIGQACI40O,A2ZRJMJTE6ID97,"In private , some people are worried , fearing it might affect the businesses in Canada .",Someone privately worried that this will influence the Canadian enterprises ' business .,16-12 8-2 11-6 13-11 12-7 15-8 1-1,1-1 3-0 4-0 8-2 11-6 12-7 13-11 15-8 16-12,{},0 2 5 6 7 9 10 14,3 4 5 9 10
3IWA71V4TIGCZG5FW1ER8ARS6AO6X3,3WYGZ5XF3WFDOY1YUX7675B52QFKS5,A4H1NYJVE7C53,They had more in-door training in China .,At home they trained mostly indoors .,7-6 4-3,3-5 4-3 7-6,{},unchanged,unchanged
3IWA71V4TIGCZG5FW1ER8ARS6AOX6U,3FIUS151DV25W7WO96SAKZ097YMGGW,A1EQ2HDHF2WWSY,Their money earned by their own sweat over a whole year thereby goes down the drain .,"In this way , money earned from a year of hard work is squandered .",16-14 1-4 2-5 10-8 8-7,1-4 2-5 7-6 8-7 9-8 10-8 16-14,3-10 3-11 4-10 4-11 5-10 5-11 6-10 6-11 11-0 11-1 11-2 12-12 12-13 13-12 13-13 14-12 14-13 15-12 15-13,{},{}
3IYI9285WS00KD9RPOCT31BNRYKCJD,3B3WTRP3DB202319WL1BQEKLT3Z92U,A2ZRJMJTE6ID97,The following is the report in detail broadcasted by Mercury .,Please listen to the detailed contents of this report as follows . Announcer Kaiyue Ma .,10-15 1-10 4-8 6-4,unchanged,unchanged,0 2 3 5 7 8 9,0 1 2 3 5 6 7 9 11 12 13 14
3IYI9285WS00KD9RPOCT31BNRYKJCK,3GU1KF0O4I1FI3HCW3QJDXN4SC0BPX,A2NV5CA59IXOAY,"Based on information provided , the two parties discussed political , economic , and security issues in Cambodia during the meeting .","It is presented that both sides also discussed some other issues such as Cambodian politics , economics , and security , etc .",21-22 12-17 13-18 14-19 8-7 7-5 3-2 11-16 9-14 17-13 15-10 5-4 10-15,3-1 3-2 6-4 7-5 8-7 9-14 10-15 11-16 12-17 13-18 14-19 15-10 17-13 21-22,{},0 1 2 18 19 20,{}
3IZPORCT1F98Z93KJLZ3GJUUE7JHRJ,38F5OAUN5NC03AGY096YZMZHNVZ7H2,A34QZDSTKZ3JO9,"the MDC said a supporter , Tichaona Kaguru , died in hospital on Wednesday after being tortured and assaulted by soldiers putting down the protests .","the MDC said that an opposition supporter , Tichaona Kaguru , died in hospital after being tortured and assaulted by the soldiers putting down the anti-Mugabe protests .",25-27 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 14-14 15-15 16-16 17-17 18-18 19-19 20-21 21-22 22-23 23-24 0-0 1-1 2-2 24-26 3-4,unchanged,unchanged,12 13,3 5 20 25
3IZPORCT1F98Z93KJLZ3GJUUE7JRHT,33OOO72IVHLWK02PRKVYTRUJZ02CTR,A1I6P3XTSPFEK5,The victory came in just in time as a gift to celebrate his 20-year old birthday .,He considered it to be his 20th birthday present .,16-9 15-7 12-5 6-8,9-8 12-5 13-6 14-6 15-7 16-9,0-2 1-2 2-1 2-3 2-4 3-1 3-3 3-4 4-1 4-3 4-4 5-1 5-3 5-4 6-1 6-3 6-4,unchanged,unchanged
3IZVJEBJ6AK14B5UXJ2C5V73EALZ6S,32AT8R96GL9RRU6AOBB8DSK34HRSUO,A4H1NYJVE7C53,"Saudi Aramco celebrates the holiday of the national day of the state of Texas on February 22nd each Christian year , at a cost of thousands of dollars annually .",With the exclusion of anyone with a criminal record who has previously been employed by the Committee .. and with the exclusion of anyone who has two jobs ..,29-30,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
3IZVJEBJ6AK14B5UXJ2C5V73EAM6Z0,3H0W84IWBK2Y1J9BJMWYJ0T4WR6REA,A34QZDSTKZ3JO9,"the ambassador said it was up to the Americans to press the Iraqis to make the invitation , which he said the United States appears unwilling to do .",the ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make .,28-30 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 13-14 14-15 15-16 16-17,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 12-13 13-14 14-15 15-16 16-17 17-18 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 28-30,27-29,18,19 20
3J06WJ78HNK5AHFLXULHWHA67S6VVF,3PXX5PX6LXY8VZBA7K8MN2Y9TQ1BAI,A4H1NYJVE7C53,"The latest first-hand news , plus my own comments -- Refund guaranteed if it 's fake .",This is the latest first hand information with personal experience . It is guaranteed authentic .,16-15 0-2 1-3 2-4 2-5 3-6 11-13,unchanged,unchanged,4 5 6 7 8 9 10 12 13 14 15,0 1 7 8 9 10 11 12 14
3J06WJ78HNK5AHFLXULHWHA67S7VVG,3CP1TO84PT1H1GZXTVOUEYFJ77G52Z,A2ZRJMJTE6ID97,This work began a short while ago . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",7-19 3-4 4-5 6-7 1-9 2-10 8-12,1-9 2-10 3-4 4-5 5-6 6-7 7-19 8-12,{},0,0 1 2 3 8 11 13 14 15 16 17 18
3J5XXLQDHMBLY8D2DKFBDMING8DV3I,3QAPZX2QN4DI69DWWPIIX3JSQZ602A,A2ZRJMJTE6ID97,"We must enhance the unity of army and government , army and civilians to let all our nationalities breathe together , share our fate and link our hearts to each other .",To achieve the goal that the military and the nation breath with the same heart and chose the same fate .,31-20 17-9 18-10 23-19 27-14 6-6 7-7 11-7,unchanged,unchanged,0 1 2 3 4 5 8 9 10 12 13 14 15 16 19 20 21 22 24 25 26 28 29 30,0 1 2 3 4 5 8 15 16 17 18
3J5XXLQDHMBLY8D2DKFBDMING8E3VR,3NS0A6KXC485NORTZYGZ56GFIOVGZ0,A34QZDSTKZ3JO9,And Mr. Ghalt Bayani ( lies ) still does not accept that both have met !,"What a false statement , he still wo n't confess that both have met .",15-14 11-10 12-11 13-12 14-13 7-6,1-5 2-5 3-5 5-1 5-2 5-3 7-6 8-7 8-8 8-9 9-7 9-8 9-9 10-7 10-8 10-9 11-10 12-11 13-12 14-13 15-14,{},4 6,0
3J5XXLQDHMBLY8D2DKFBDMING8EV3J,3TS1AR6UQQEGPEPS5JIYW1N47GMF7C,A4H1NYJVE7C53,To this Syria believes it is only for news effect .,Syria brushed this off as mere media coverage seeking attention .,10-10 2-0 8-6,2-0 10-10,{},unchanged,unchanged
3J5XXLQDHMBLY8D2DKFBDMING8F3VS,3DY4FPOOA1OF3UVXECL8J4HQWNWRV5,A34QZDSTKZ3JO9,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,10-10 0-0 9-6,0-0 4-5 9-6 10-10,6-7 6-8 6-9,1 2 3 5 7 8,1 2 3 4
3J6BHNX0U9SEM1C0WZLJKR5C5RYKN2,3OF2M9AATGOAPANCPP1E3Y88P5DZKN,A34QZDSTKZ3JO9,These people are people with true temperament in general . Their likes and dislikes are real .,"Generally , they are honest and straightforward . If they like a person , they say so outright . If they dislike one , they also admit it .",16-28 8-0 11-10 13-21 1-12 10-9,0-2 1-2 1-12 2-3 5-6 6-6 7-0 8-0 9-1 10-9 11-10 13-21 16-28,{},3 4 12 14 15,4 5 7 8 11 13 14 15 16 17 18 19 20 22 23 24 25 26 27
3J6BHNX0U9SEM1C0WZLJKR5C5RYNK5,3YGXWBAF70HC3FNZCJUQLJIRJ14C4E,A2NV5CA59IXOAY,"'' I will pass on to him -LRB- Mr. Cheney -RRB- that Canada still remains a safe , secure and reliable supply of energy '' , Mr. Klein said Sunday .","'' I will pass on to him that Canada still remains a safe , secure and reliable supply of energy '' .",30-21 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6,unchanged,unchanged,7 8 9 10 26 27 28 29,{}
3J94SKDEKIP2I60K0I3AMXA0UX0D5R,3GNA64GUZE4YTZ1IV6EVAGDMNCFQ5H,A4H1NYJVE7C53,"However , people who suffer severe nervous tension occasionally , for example long distance runners , can have 50 % lesser chance of contracting disease because of chill .","However , the dose can minimize the possibility of sickness by 50 percent among people whose bodies are under stress , such as marathon participants .",28-25 0-0 1-1 21-7 24-9 18-11 19-12 2-14 7-19 22-8 25-10,0-0 1-1 2-14 18-11 19-12 21-7 22-8 24-9 28-25,3-15 4-18 4-19 5-18 5-19 6-18 6-19 7-18 7-19 12-23 12-24 13-23 13-24 14-23 14-24,unchanged,unchanged
3J94SKDEKIP2I60K0I3AMXA0UX15DK,3TK8OJTYM1LURHFI1KHJE9HBV4EPVF,A34QZDSTKZ3JO9,"Based on information provided , the quality of China 's eiderdown products has been in the trend of steady ascendant .",It 's reported that the quality of the Chinese feather industry tended to improve steadily .,20-15 5-4 6-5 7-6 8-8 16-11 18-14 2-2,5-4 6-5 7-6 8-8 9-8 10-9 11-10 12-11 13-11 18-14 19-13 20-15,{},0 1 2 3 4 14 15 16 17,7
3J94SKDEKIP2I60K0I3AMXA0UX25DL,3LEIZ60CDJZQ8E4LLSAPDPUSEBH9ZJ,A4H1NYJVE7C53,Mr McDevitt has been granted control of three crucial aspects of policing in the Solomons .,Mr McDevitt has been granted control of three aspects of policing by Commissioner William Morrell .,15-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10,0-0 0-1 1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10 15-15,{},8 12 13 14,11 12 13 14
3J9L0X0VDFMKSZ2NK3LHQ14NN9PW9A,3L70J4KAZGM1AW9ULGZSISM9WBVAD6,A2ZRJMJTE6ID97,"At that time , the road was very foggy and visibility was poor .",Then there was a heavy fog blocking the sight .,13-9 10-8,8-5 10-7 10-8 13-9,11-6 12-6,unchanged,unchanged
3J9L0X0VDFMKSZ2NK3LHQ14NN9Q9WO,3W92K5RLWUHQY7XZH585G3CU4585V6,A2ZRJMJTE6ID97,The two parties exchanged views on concrete issues concerned and reached wide range agreement .,Both side had discussed specific problems and reached agreement in extended areas .,14-12 9-6 10-7 13-8 8-5 6-4 12-11 2-1,0-0 1-0 2-1 3-3 6-4 7-5 9-6 10-7 13-8 14-12,{},4 5 8 11 12,2 9 10 11
3J9UN9O9J3SGQLEBD8J9809MI9N0J8,3AAJC4I4FGSFEQHU74122J8VAGVJZQ,A1I6P3XTSPFEK5,CCTV later did a follow-up report . It turned out this incident had never happened at all .,"Later , CCTV followed up with reports that thorough investigation proved there was absolutely no such a thing .",17-18 4-3 4-4 1-0 0-2 5-6,0-2 1-0 2-3 2-4 3-3 3-4 4-3 4-4 5-6 10-15 10-16 10-17 11-15 11-16 11-17 12-11 12-12 12-14 13-11 13-12 13-14 14-11 14-12 14-14 15-13 16-13 17-18,7-8 7-9 7-10 8-8 8-9 8-10 9-8 9-9 9-10,unchanged,unchanged
3J9UN9O9J3SGQLEBD8J9809MI9O0J9,3RANCT1ZVFHSA8P8DPPDN3A30TTBUU,A4H1NYJVE7C53,"Fundamentalists , enlightened , all these are false identities .",Fundamentalism and enlightment kind of stuff are all useless .,9-9 0-0,0-0 2-2 7-8 8-8 9-9,{},1,1 3 4 5 6 7
3JAOYN9IHL21MZBJTA95URQ4POL33U,3K5TEWLKGVB2AVSEOPRZ5CGZ9QSVII,A1EQ2HDHF2WWSY,Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .,Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,20-17 6-5 7-6 8-7 9-8 10-9 11-10 15-12 16-13 17-14 18-15 19-16 0-0 1-1 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 14-12 15-12 16-13 17-14 18-15 19-16 20-17,13-8,unchanged,unchanged
3JAOYN9IHL21MZBJTA95URQ4POM33V,320DUZ38G7MFN9MPHCDDHCSPZRHGJG,A2ZRJMJTE6ID97,"Mr. Bloomberg later told reporters that the agreement '' will be a compromise , like the real world requires '' .","'' it will be a compromise , like the real world requires '' , he said .",20-16 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 3-15 8-0,unchanged,unchanged,0 1 2 4 5 6 7,1 13 14
3JGHED38EDRK3L9UK75LX2YX3R1Y7Z,3WZ36BJEV3GDAVAJDKZ3I7O1HF2BTJ,A1EQ2HDHF2WWSY,"The Syrian producers Mohammed Molse and Abdellatif Abdelhamid , and the Lebanese producer , Borhane Alouia , will be honoured during the festival .","Syrian directors Mohamad Malas and Abdul Latif Abdul Hamid , as well as a Burhan Alawiya of Lebanon , will be honored .",23-22 16-18 17-19 18-20 19-21 3-2 1-0 11-17,0-0 1-0 2-1 3-2 4-3 5-4 6-5 6-6 7-7 7-8 9-9 9-10 9-11 10-12 14-14 15-15 16-18 17-19 18-20 19-21 23-22,11-16 11-17 12-16 12-17,20 21 22,{}
3JGHED38EDRK3L9UK75LX2YX3R2Y70,3TY7ZAOG5FKDNPHMLVOMXZ5M7YWK0I,A34QZDSTKZ3JO9,former chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors .,"last week , former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government 's investigation .",23-25 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 0-3 1-4 2-5 3-6 4-7 17-16 18-17 19-18 20-19 21-20 5-8,0-3 1-4 2-5 3-6 4-7 5-8 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 17-16 18-17 19-18 20-19 21-20 22-21 22-22 22-23 22-24 23-25,{},14 15 16,0 1 2
